trial_id,recognize_zscore_mean,understand_zscore_mean,meaning_match_zscore_mean,natural_zscore_mean,Note,TargetWordAudioFile,TargetWordOriginalFile,TargetSegment,DistractorSegment,Pair,UniquePairIndex,Position,TargetWordImageFile,DistractorWordImageFile,TrialType,Condition,CarrierType,Target-Arabic,Distractor-Arabic,TargetDefinition,Distractor-Definition,TargetDisplay,DistractorDisplay,Target-Freq,Distractor-Freq,mean_accuracy,n_responses,mean_log_rt_zscore,mean_rt_ms,composite_score,trial_type
216.0,0.31662302619305227,0.06708743260225564,0.38688099823631134,0.27949397735228665,,216_creaky.wav,jafuːq-c.wav,q,t,q-t,72,Final,80.png,175.png,test,phoneme,creaky,يَفوق,يَفوت,surpass;excel,expire;go_by,يَفوق,يَفوت,10956.0,1365.0,0.9230769230769231,13.0,-0.19592632705797985,392.9230769230769,0.2625213585959765,Ambiguous
63.0,0.4525470697407783,0.30547106209805586,0.5539305425993684,0.5935217501242916,,63_non-creaky.wav,ʔælmʊlæːʔɪm-b.wav,ʔ,k,ʔ-k,63,Medial,69.png,164.png,test,phoneme,non-creaky,المُلائِم,المُلاكِم,suitable;appropriate,boxer;pugilist,المُلائِم,المُلاكِم,5061.0,1778.0,1.0,16.0,-0.04460422720265325,410.625,0.47636760614062357,Accurate-Fast
56.0,0.36892797459622784,0.35191900640187673,0.49813255046160504,0.6624203808668062,,56_non-creaky.wav,ʔɪntɪhæːʔ-b.wav,ʔ,k,ʔ-k,56,Final,61.png,156.png,test,phoneme,non-creaky,اِنْتِهاء,اِنْتِهاك,finishing;completion;conclusion,exhaustion,اِنْتِهاء,اِنْتِهاك,59925.0,6516.0,1.0,11.0,-0.0746481144499861,407.45454545454544,0.4703499780816289,Accurate-Fast
60.0,0.4277710415498004,0.2678703452806771,-0.26753989720659266,0.6624203808668063,,60_non-creaky.wav,ʔamiːn-b.wav,ʔ,k,ʔ-k,60,Initial,65.png,160.png,test,phoneme,non-creaky,أمين,كَمين,secretary,hidden;ambush,أمين,كَمين,20044.0,3196.0,1.0,16.0,-0.3874980950251373,325.25,0.2726304676226728,Accurate-Fast
202.0,0.4215770345020559,0.34970719953026624,0.5539305425993684,-0.025159832053389838,,202_creaky.wav,taʔliːf-c.wav,ʔ,k,ʔ-k,58,Medial,63.png,158.png,test,phoneme,creaky,تَأليف,تَكليف,authoring;composing;constituting,charging;commissioning,تَأليف,تَكليف,15041.0,3958.0,1.0,14.0,0.4713646765817464,572.5,0.3250137361445751,Accurate-Slow
206.0,0.35963696402461115,0.34970719953026624,0.46093388903642946,0.08732772834255224,,206_creaky.wav,ræːʔɪʕa-c.wav,ʔ,k,ʔ-k,62,Medial,68.png,163.png,test,phoneme,creaky,رائِعة,راكِعة,splendid;marvelous;magnificent,bowing;kneeling;prostrate,رائِعة,راكِعة,6788.0,23.0,1.0,16.0,0.026135445141054252,417.5,0.31440144523346475,Accurate-Slow
24.0,0.17381675259227677,0.17276264980142483,0.18194392834761247,0.4247904095303785,,24_non-creaky.wav,jaʔwi-b.wav,ʔ,k,ʔ-k,24,Medial,24.png,119.png,test,phoneme,non-creaky,يَأوي,يَكوي,to take shelter (or receive shelter),"to sear, to cauterize",يَأوي,يَكوي,,,1.0,14.0,0.09094725138104498,426.0,0.23832843506792314,Accurate-Slow
45.0,0.4525470697407783,0.3939433369624766,0.49193277355740905,0.7060093105202337,,45_non-creaky.wav,ʔʊriːd-b.wav,ʔ,t,ʔ-t,45,Initial,47.png,142.png,test,phoneme,non-creaky,أُريد,تُريد,want;desire;intend,want;desire;intend,أُريد,تُريد,59771.0,17337.0,1.0,15.0,-0.03022075280359114,396.3333333333333,0.5111081226952244,Accurate-Fast
3.0,0.39060699926333353,0.30547106209805586,0.46093388903642946,0.6778874204212483,,3_non-creaky.wav,jʊʔaʒɪr-b.wav,ʔ,t,ʔ-t,3,Medial,3.png,98.png,test,phoneme,non-creaky,يُؤَجِر,يُتَجِر,to rent out,to trade,يُؤَجِر,يُتَجِر,,,1.0,15.0,-0.2475905707119445,341.46666666666664,0.45872484270476677,Accurate-Fast
55.0,0.33950644111944156,0.30989467584127695,0.49813255046160504,0.6357045852727701,,55_non-creaky.wav,ʔaɾa-b.wav,ʔ,t,ʔ-t,55,Initial,60.png,155.png,test,phoneme,non-creaky,أرى,تَرى,see;think;believe,see;think;believe,أرى,تَرى,7666.0,38891.0,1.0,14.0,-0.17647873532267402,412.64285714285717,0.4458095631737734,Accurate-Fast
47.0,0.4277710415498004,0.30989467584127695,0.5570304310514664,0.7158519720548787,,47_non-creaky.wav,ʔarfʊdˤ-b.wav,ʔ,t,ʔ-t,47,Initial,50.png,145.png,test,phoneme,non-creaky,أرفُض,تَرفُض,reject;refuse,reject;refuse,أرفُض,تَرفُض,1387.0,26804.0,1.0,15.0,0.03650320408033926,421.8666666666667,0.5026370301243556,Accurate-Slow
198.0,0.4277710415498004,0.30989467584127695,0.49813255046160504,0.04795708220397249,,198_creaky.wav,ʔaquːl-c.wav,ʔ,t,ʔ-t,54,Medial,57.png,152.png,test,phoneme,creaky,أقول,تَقول,say,say,أقول,تَقول,14036.0,49261.0,1.0,16.0,0.11735589045752977,403.875,0.32093883751416374,Accurate-Slow
192.0,0.3100849076426553,0.1838216841594774,0.40978572957681303,0.315115038144335,,192_creaky.wav,ʔatˤlʊb-c.wav,ʔ,t,ʔ-t,48,Initial,51.png,146.png,test,phoneme,creaky,أطلُب,تَطلُب,request,request,أطلُب,تَطلُب,3103.0,19843.0,1.0,14.0,0.17552330623059312,450.35714285714283,0.30470183988082017,Accurate-Slow
49.0,0.36892797459622784,0.14179735359887755,0.3803367892818823,0.6624203808668063,,49_non-creaky.wav,ʔamæːm-b.wav,ʔ,t,ʔ-t,49,Initial,52.png,147.png,test,phoneme,non-creaky,أمام,تَمام,front;forward,exact;complete,أمام,تَمام,431358.0,2310.0,0.9285714285714286,14.0,0.23324928895088684,465.2857142857143,0.3883706245859485,Ambiguous
195.0,0.19239877373551018,0.2678703452806771,0.17419420721736756,-0.1390534869542812,,195_creaky.wav,ʔʊdˤɑf-c.wav,ʔ,t,ʔ-t,51,Initial,54.png,149.png,test,phoneme,creaky,أُضاف,تُضاف,add,be_added,أُضاف,تُضاف,31214.0,4876.0,0.9,10.0,0.050044570962161625,399.3,0.1238524598198184,Ambiguous
50.0,-0.24892422841628398,-0.13689031222404763,0.2919899683970903,0.4754098117085525,,50_non-creaky.wav,ʔajːɑr-b.wav,ʔ,t,ʔ-t,50,Initial,53.png,148.png,test,phoneme,non-creaky,أيّار,تَيّار,May,current;stream,أيّار,تَيّار,73492.0,6249.0,0.9411764705882353,17.0,-0.20629716652131935,361.4117647058824,0.0953963098663278,Ambiguous
