participant_id,prolific_id,timestamp_iso,trial_index,block,trial_id,audio_file,audio_url,target_image,distractor_image,target_side,left_image,right_image,choice,choice_image,is_correct,reaction_time_ms,headphone_type,timestamp_iso.1,recognize,understand,meaning_match,msa_dialect,natural,dialect_best,dialect_second,understand_other,msa_instruction,msa_vowels,msa_reading,msa_listening,other_languages,percent_english,percent_arabic,percent_other,language_switching,family_preference,age,gender,country_of_residence,attention_audio,attention_response,attention_index,final_feedback,completion_code
68d3fde63f2c4007620e15d0,68d3fde63f2c4007620e15d0,2026-01-28T07:34:54.049Z,,Survey,219.0,219_creaky.wav,,83.png,,,,,,,,,Oraimo free pods 3C,2026-01-28T07:34:54.049Z,7.0,7.0,7.0,both,7.0,,,,,,,,,,,,,,,,,,,,,
65f04e28869d1e36bcfe9bc2,65f04e28869d1e36bcfe9bc2,2026-01-28T07:34:53.290Z,,Survey,143.0,143_non-creaky.wav,,181.png,,,,,,,,,razer kraken,2026-01-28T07:34:53.290Z,7.0,7.0,7.0,both,7.0,,,,,,,,,,,,,,,,,,,,,
68e3cfc22688ddaae48dc6c3,68e3cfc22688ddaae48dc6c3,2026-01-28T07:34:54.615Z,,Survey,114.0,114_non-creaky.wav,,142.png,,,,,,,,,Wired earbuds,2026-01-28T07:34:54.615Z,7.0,7.0,7.0,msa,7.0,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T07:34:57.274Z,,Survey,43.0,43_non-creaky.wav,,44.png,,,,,,,,,Galaxy buds pro,2026-01-28T07:34:57.274Z,6.0,6.0,6.0,dialect,6.0,,,,,,,,,,,,,,,,,,,,,
68c831e4060bd0ef510259ca,68c831e4060bd0ef510259ca,2026-01-28T07:35:03.273Z,,Survey,90.0,90_non-creaky.wav,,99.png,,,,,,,,,Havit gamenote H2007U,2026-01-28T07:35:03.273Z,3.0,4.0,5.0,msa,5.0,,,,,,,,,,,,,,,,,,,,,
68d3fde63f2c4007620e15d0,68d3fde63f2c4007620e15d0,2026-01-28T07:35:04.900Z,,Survey,86.0,86_non-creaky.wav,,86.png,,,,,,,,,Oraimo free pods 3C,2026-01-28T07:35:04.900Z,7.0,7.0,7.0,dialect,7.0,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T07:35:06.100Z,,Survey,125.0,125_non-creaky.wav,,156.png,,,,,,,,,Galaxy buds pro,2026-01-28T07:35:06.100Z,6.0,6.0,6.0,both,6.0,,,,,,,,,,,,,,,,,,,,,
65f04e28869d1e36bcfe9bc2,65f04e28869d1e36bcfe9bc2,2026-01-28T07:35:06.208Z,,Survey,44.0,44_non-creaky.wav,,46.png,,,,,,,,,razer kraken,2026-01-28T07:35:06.208Z,7.0,7.0,7.0,both,7.0,,,,,,,,,,,,,,,,,,,,,
68d43a3c7fb9b4c1a9eee9af,68d43a3c7fb9b4c1a9eee9af,2026-01-28T07:35:09.227Z,,Survey,266.0,266_creaky.wav,,151.png,,,,,,,,,Oraimo earbuds,2026-01-28T07:35:09.227Z,7.0,7.0,7.0,both,2.0,,,,,,,,,,,,,,,,,,,,,
68e3cfc22688ddaae48dc6c3,68e3cfc22688ddaae48dc6c3,2026-01-28T07:35:10.592Z,,Survey,274.0,274_creaky.wav,,162.png,,,,,,,,,Wired earbuds,2026-01-28T07:35:10.592Z,7.0,7.0,7.0,msa,7.0,,,,,,,,,,,,,,,,,,,,,
